,2018-05-13,2018-05-06,2018-04-29,2018-04-22,2018-04-15,2018-04-08,2018-04-01,2018-03-25,2018-03-18,2018-03-11,2018-03-04,2018-02-25,2018-02-18,2018-02-11,2018-02-04,2018-01-28,2018-01-21,2018-01-14,2018-01-07,2017-12-31,2017-12-24,2017-12-17,2017-12-10,2017-12-03,2017-11-26,2017-11-19
lowenergy,50.0,56.0,57.0,59.0,53.0,53.0,56.0,56.0,54.0,55.0,58.0,60.0,59.0,59.0,61.0,63.0,64.0,65.0,62.0,63.0,67.0,65.0,69.0,68.0,67.0,67.0
majorana,35.0,36.0,34.0,31.0,32.0,34.0,31.0,30.0,35.0,36.0,36.0,37.0,42.0,43.0,49.0,56.0,52.0,53.0,61.0,60.0,64.0,63.0,67.0,64.0,67.0,63.0
adscft,56.0,57.0,60.0,57.0,59.0,60.0,55.0,62.0,62.0,59.0,56.0,60.0,58.0,59.0,61.0,61.0,63.0,62.0,61.0,62.0,62.0,62.0,61.0,59.0,61.0,60.0
worldsheet,43.0,52.0,55.0,49.0,54.0,57.0,57.0,54.0,54.0,52.0,53.0,55.0,57.0,56.0,56.0,57.0,57.0,60.0,61.0,60.0,60.0,58.0,57.0,59.0,61.0,59.0
holography,57.0,55.0,56.0,56.0,58.0,58.0,54.0,52.0,55.0,55.0,57.0,60.0,58.0,56.0,59.0,58.0,60.0,61.0,64.0,63.0,62.0,60.0,63.0,61.0,59.0,58.0
antide,48.0,48.0,49.0,51.0,51.0,49.0,49.0,53.0,55.0,55.0,56.0,60.0,60.0,60.0,62.0,62.0,60.0,57.0,60.0,61.0,57.0,58.0,59.0,59.0,57.0,58.0
gravitons,37.0,38.0,41.0,42.0,44.0,45.0,40.0,41.0,43.0,43.0,45.0,48.0,46.0,51.0,51.0,50.0,53.0,57.0,55.0,55.0,55.0,56.0,59.0,60.0,58.0,57.0
bh,36.0,36.0,35.0,37.0,37.0,36.0,35.0,35.0,35.0,41.0,41.0,43.0,39.0,39.0,33.0,33.0,39.0,39.0,39.0,39.0,38.0,42.0,49.0,53.0,53.0,57.0
brst,59.0,61.0,61.0,54.0,60.0,69.0,69.0,71.0,69.0,65.0,65.0,63.0,66.0,62.0,61.0,59.0,59.0,63.0,62.0,61.0,61.0,61.0,56.0,55.0,57.0,56.0
generalised,28.0,27.0,27.0,31.0,28.0,32.0,32.0,37.0,38.0,38.0,39.0,45.0,42.0,43.0,48.0,46.0,48.0,50.0,51.0,53.0,51.0,53.0,54.0,51.0,55.0,56.0
lowest,41.0,44.0,43.0,45.0,44.0,46.0,48.0,46.0,46.0,46.0,49.0,50.0,48.0,47.0,46.0,46.0,46.0,49.0,48.0,48.0,46.0,49.0,49.0,52.0,56.0,55.0
mathcal,26.0,28.0,30.0,30.0,46.0,44.0,40.0,40.0,42.0,42.0,41.0,41.0,42.0,42.0,41.0,39.0,39.0,44.0,44.0,45.0,45.0,40.0,39.0,46.0,51.0,54.0
instanton,73.0,74.0,71.0,67.0,67.0,67.0,69.0,67.0,68.0,64.0,64.0,62.0,62.0,60.0,61.0,64.0,66.0,68.0,64.0,63.0,63.0,62.0,62.0,59.0,55.0,53.0
compactifications,46.0,48.0,51.0,51.0,53.0,55.0,56.0,55.0,52.0,50.0,52.0,54.0,57.0,54.0,55.0,55.0,57.0,60.0,61.0,63.0,67.0,54.0,51.0,53.0,53.0,53.0
fourpoint,54.0,59.0,58.0,61.0,66.0,64.0,62.0,60.0,59.0,61.0,60.0,58.0,61.0,60.0,59.0,58.0,57.0,58.0,58.0,57.0,59.0,57.0,57.0,53.0,54.0,52.0
gluon,46.0,46.0,46.0,46.0,43.0,44.0,43.0,45.0,42.0,42.0,41.0,43.0,40.0,41.0,41.0,38.0,41.0,42.0,42.0,41.0,40.0,41.0,49.0,50.0,49.0,52.0
manybody,39.0,40.0,38.0,39.0,39.0,43.0,52.0,57.0,58.0,56.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,50.0,52.0,52.0,51.0,49.0,46.0,47.0,52.0
slowroll,51.0,51.0,54.0,56.0,51.0,48.0,48.0,49.0,49.0,50.0,55.0,53.0,55.0,52.0,50.0,49.0,51.0,54.0,56.0,59.0,56.0,52.0,53.0,52.0,53.0,51.0
quasinormal,52.0,54.0,59.0,61.0,59.0,58.0,56.0,52.0,48.0,47.0,54.0,57.0,54.0,56.0,60.0,59.0,63.0,65.0,62.0,63.0,60.0,55.0,54.0,49.0,50.0,50.0
mathbb,25.0,25.0,25.0,27.0,29.0,29.0,33.0,33.0,34.0,33.0,36.0,37.0,38.0,38.0,37.0,41.0,41.0,42.0,42.0,43.0,44.0,38.0,39.0,49.0,50.0,50.0
higherspin,27.0,27.0,37.0,38.0,35.0,34.0,34.0,34.0,38.0,37.0,37.0,40.0,40.0,40.0,38.0,39.0,41.0,41.0,47.0,50.0,46.0,43.0,51.0,50.0,49.0,49.0
simplest,45.0,42.0,40.0,40.0,40.0,42.0,43.0,46.0,46.0,46.0,51.0,49.0,52.0,48.0,47.0,47.0,47.0,46.0,47.0,48.0,49.0,49.0,50.0,51.0,50.0,48.0
renyi,25.0,23.0,24.0,21.0,21.0,21.0,20.0,28.0,28.0,31.0,28.0,28.0,24.0,28.0,28.0,30.0,30.0,30.0,31.0,31.0,39.0,41.0,42.0,42.0,46.0,48.0
superfield,30.0,32.0,34.0,34.0,35.0,38.0,40.0,42.0,44.0,45.0,46.0,46.0,52.0,52.0,52.0,52.0,54.0,52.0,50.0,51.0,50.0,51.0,48.0,47.0,44.0,48.0
offshell,38.0,38.0,40.0,40.0,42.0,43.0,46.0,47.0,46.0,45.0,43.0,41.0,39.0,43.0,41.0,43.0,45.0,46.0,45.0,50.0,51.0,49.0,52.0,51.0,50.0,47.0
ftheory,44.0,43.0,44.0,45.0,44.0,46.0,50.0,50.0,52.0,47.0,47.0,47.0,43.0,43.0,43.0,42.0,40.0,39.0,39.0,42.0,52.0,47.0,47.0,48.0,48.0,47.0
earlier,73.0,72.0,68.0,68.0,64.0,63.0,63.0,61.0,63.0,62.0,58.0,55.0,52.0,54.0,50.0,51.0,50.0,51.0,52.0,52.0,50.0,49.0,49.0,48.0,46.0,47.0
orbifold,40.0,41.0,41.0,42.0,40.0,37.0,33.0,37.0,36.0,36.0,37.0,41.0,41.0,42.0,44.0,47.0,49.0,51.0,53.0,52.0,51.0,48.0,49.0,47.0,46.0,47.0
kerr,60.0,62.0,68.0,66.0,59.0,53.0,51.0,55.0,54.0,48.0,43.0,45.0,44.0,45.0,44.0,43.0,41.0,45.0,45.0,47.0,46.0,43.0,42.0,46.0,44.0,47.0
energymomentum,57.0,58.0,56.0,58.0,59.0,58.0,52.0,54.0,53.0,51.0,52.0,51.0,53.0,50.0,51.0,51.0,50.0,50.0,54.0,53.0,53.0,53.0,55.0,55.0,54.0,46.0
coordinate,65.0,67.0,67.0,68.0,67.0,64.0,64.0,63.0,62.0,62.0,62.0,59.0,57.0,56.0,56.0,57.0,59.0,60.0,61.0,62.0,58.0,57.0,55.0,54.0,54.0,46.0
electroweak,41.0,41.0,40.0,38.0,35.0,36.0,38.0,40.0,35.0,40.0,39.0,34.0,32.0,32.0,33.0,34.0,38.0,39.0,39.0,40.0,38.0,40.0,43.0,43.0,48.0,46.0
spinors,53.0,53.0,54.0,57.0,61.0,61.0,59.0,61.0,60.0,60.0,64.0,58.0,57.0,52.0,50.0,52.0,40.0,40.0,41.0,42.0,42.0,42.0,42.0,44.0,46.0,46.0
tduality,44.0,46.0,45.0,46.0,50.0,49.0,49.0,50.0,46.0,37.0,39.0,40.0,38.0,40.0,41.0,41.0,43.0,44.0,44.0,49.0,50.0,50.0,46.0,42.0,46.0,45.0
witten,32.0,33.0,30.0,31.0,34.0,33.0,31.0,33.0,34.0,33.0,35.0,35.0,39.0,37.0,36.0,37.0,42.0,42.0,47.0,46.0,46.0,43.0,43.0,41.0,45.0,45.0
horndeski,38.0,40.0,39.0,42.0,47.0,45.0,44.0,45.0,38.0,39.0,37.0,38.0,39.0,39.0,42.0,42.0,37.0,40.0,45.0,44.0,42.0,42.0,44.0,44.0,43.0,45.0
hooft,55.0,56.0,58.0,59.0,60.0,59.0,57.0,56.0,54.0,54.0,52.0,50.0,51.0,45.0,43.0,44.0,46.0,45.0,46.0,45.0,47.0,48.0,47.0,51.0,44.0,44.0
compactification,53.0,53.0,53.0,55.0,52.0,53.0,56.0,54.0,51.0,48.0,40.0,41.0,42.0,40.0,41.0,40.0,38.0,43.0,42.0,46.0,47.0,47.0,43.0,45.0,44.0,44.0
backreaction,33.0,30.0,28.0,30.0,30.0,29.0,27.0,30.0,27.0,28.0,28.0,29.0,30.0,33.0,36.0,39.0,42.0,44.0,44.0,47.0,48.0,45.0,43.0,43.0,44.0,44.0
treelevel,39.0,41.0,40.0,37.0,40.0,42.0,43.0,43.0,43.0,44.0,43.0,42.0,41.0,39.0,37.0,38.0,37.0,37.0,38.0,37.0,41.0,40.0,42.0,43.0,44.0,42.0
sym,49.0,49.0,52.0,51.0,53.0,50.0,49.0,50.0,50.0,51.0,51.0,49.0,46.0,44.0,41.0,42.0,42.0,43.0,44.0,43.0,46.0,40.0,42.0,40.0,43.0,42.0
qed,54.0,53.0,54.0,52.0,48.0,48.0,49.0,49.0,50.0,49.0,47.0,49.0,48.0,46.0,44.0,41.0,39.0,38.0,42.0,43.0,38.0,34.0,38.0,39.0,42.0,42.0
onshell,49.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,50.0,51.0,51.0,57.0,56.0,53.0,50.0,49.0,49.0,51.0,51.0,51.0,48.0,41.0,40.0,40.0,41.0,42.0
btz,29.0,29.0,30.0,28.0,31.0,29.0,27.0,30.0,35.0,33.0,33.0,31.0,35.0,37.0,36.0,37.0,38.0,39.0,38.0,39.0,38.0,39.0,39.0,34.0,40.0,41.0
yukawa,34.0,33.0,31.0,34.0,30.0,28.0,32.0,31.0,29.0,28.0,31.0,31.0,32.0,26.0,26.0,26.0,26.0,33.0,32.0,33.0,37.0,34.0,37.0,39.0,39.0,41.0
bf,20.0,19.0,19.0,17.0,19.0,19.0,20.0,22.0,22.0,22.0,22.0,24.0,23.0,22.0,24.0,23.0,34.0,35.0,36.0,37.0,38.0,38.0,40.0,41.0,38.0,41.0
onedimensional,31.0,33.0,34.0,39.0,39.0,39.0,40.0,41.0,42.0,43.0,42.0,41.0,40.0,41.0,41.0,40.0,41.0,43.0,43.0,45.0,43.0,45.0,44.0,41.0,41.0,40.0
cohomology,34.0,34.0,33.0,34.0,33.0,33.0,32.0,30.0,32.0,33.0,33.0,31.0,31.0,31.0,30.0,31.0,31.0,36.0,35.0,36.0,39.0,33.0,38.0,37.0,41.0,40.0
powerlaw,29.0,30.0,30.0,32.0,32.0,33.0,34.0,33.0,33.0,33.0,34.0,37.0,36.0,31.0,31.0,34.0,35.0,36.0,39.0,38.0,38.0,38.0,38.0,37.0,40.0,40.0
superstring,48.0,50.0,49.0,50.0,45.0,48.0,51.0,50.0,50.0,50.0,51.0,52.0,48.0,45.0,46.0,46.0,45.0,45.0,44.0,44.0,44.0,42.0,38.0,42.0,43.0,39.0
superfields,24.0,27.0,29.0,28.0,28.0,32.0,32.0,34.0,36.0,38.0,38.0,37.0,36.0,36.0,36.0,36.0,40.0,40.0,40.0,44.0,44.0,46.0,44.0,42.0,42.0,39.0
timedependent,58.0,53.0,56.0,53.0,51.0,50.0,50.0,56.0,54.0,50.0,48.0,48.0,47.0,44.0,45.0,42.0,43.0,44.0,42.0,43.0,42.0,35.0,36.0,36.0,41.0,39.0
gaugeinvariant,34.0,35.0,38.0,40.0,40.0,37.0,45.0,44.0,45.0,42.0,42.0,44.0,43.0,43.0,42.0,42.0,42.0,41.0,41.0,42.0,40.0,39.0,38.0,41.0,40.0,39.0
instantons,30.0,30.0,34.0,35.0,35.0,37.0,38.0,38.0,38.0,36.0,37.0,35.0,35.0,35.0,36.0,36.0,40.0,38.0,39.0,39.0,39.0,37.0,40.0,40.0,39.0,39.0
firstorder,38.0,39.0,43.0,44.0,39.0,38.0,38.0,39.0,37.0,40.0,39.0,35.0,36.0,33.0,34.0,36.0,36.0,38.0,42.0,41.0,42.0,39.0,37.0,38.0,39.0,39.0
noncompact,28.0,26.0,26.0,26.0,25.0,25.0,28.0,29.0,28.0,31.0,30.0,33.0,32.0,32.0,32.0,31.0,33.0,32.0,31.0,32.0,33.0,31.0,34.0,35.0,38.0,39.0
lifshitz,31.0,31.0,32.0,31.0,30.0,33.0,35.0,37.0,34.0,34.0,36.0,35.0,33.0,40.0,39.0,39.0,42.0,45.0,41.0,44.0,45.0,45.0,44.0,43.0,44.0,38.0
gapless,33.0,33.0,33.0,33.0,31.0,31.0,31.0,28.0,27.0,28.0,30.0,36.0,35.0,35.0,34.0,34.0,36.0,37.0,42.0,42.0,41.0,44.0,48.0,45.0,38.0,38.0
ising,42.0,43.0,38.0,37.0,37.0,39.0,41.0,39.0,39.0,41.0,42.0,41.0,41.0,40.0,33.0,33.0,31.0,38.0,38.0,38.0,42.0,39.0,41.0,39.0,36.0,38.0
lorentzian,41.0,43.0,38.0,37.0,38.0,40.0,37.0,41.0,40.0,39.0,42.0,43.0,43.0,45.0,45.0,43.0,40.0,40.0,39.0,39.0,41.0,40.0,38.0,38.0,36.0,38.0
blackhole,32.0,33.0,32.0,27.0,30.0,28.0,34.0,33.0,30.0,27.0,27.0,26.0,23.0,23.0,25.0,25.0,19.0,28.0,28.0,30.0,30.0,33.0,33.0,34.0,35.0,38.0
renormalisation,36.0,36.0,37.0,35.0,39.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,40.0,40.0,47.0,46.0,42.0,42.0,42.0,40.0,40.0,39.0,40.0,38.0,37.0
scalartensor,48.0,49.0,49.0,49.0,54.0,54.0,49.0,50.0,50.0,48.0,47.0,46.0,43.0,43.0,43.0,43.0,41.0,43.0,42.0,45.0,46.0,44.0,43.0,39.0,38.0,37.0
ricci,49.0,53.0,53.0,47.0,47.0,48.0,42.0,42.0,42.0,43.0,43.0,43.0,45.0,46.0,46.0,44.0,45.0,43.0,45.0,46.0,40.0,37.0,38.0,38.0,38.0,37.0
regge,30.0,30.0,32.0,30.0,29.0,30.0,29.0,33.0,33.0,35.0,37.0,32.0,30.0,30.0,34.0,31.0,38.0,38.0,38.0,39.0,39.0,37.0,36.0,37.0,37.0,37.0
fermi,56.0,61.0,59.0,58.0,52.0,51.0,47.0,48.0,47.0,47.0,45.0,45.0,45.0,44.0,43.0,43.0,45.0,42.0,41.0,41.0,39.0,33.0,39.0,39.0,36.0,37.0
twoloop,40.0,41.0,38.0,37.0,38.0,33.0,36.0,35.0,39.0,43.0,43.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,38.0,37.0,37.0,36.0,36.0
wellknown,48.0,48.0,48.0,49.0,46.0,43.0,42.0,42.0,44.0,43.0,42.0,44.0,42.0,41.0,39.0,36.0,35.0,36.0,36.0,36.0,37.0,37.0,35.0,34.0,34.0,36.0
galileon,25.0,25.0,25.0,24.0,26.0,28.0,31.0,31.0,31.0,29.0,31.0,31.0,30.0,29.0,27.0,34.0,37.0,37.0,41.0,41.0,30.0,30.0,30.0,30.0,30.0,36.0
higherderivative,19.0,19.0,19.0,24.0,25.0,25.0,26.0,31.0,31.0,31.0,31.0,31.0,30.0,34.0,36.0,38.0,39.0,39.0,41.0,40.0,34.0,34.0,35.0,38.0,37.0,35.0
virasoro,36.0,36.0,37.0,38.0,37.0,37.0,34.0,32.0,32.0,34.0,34.0,34.0,33.0,34.0,35.0,37.0,41.0,45.0,45.0,45.0,45.0,39.0,37.0,35.0,35.0,35.0
gaussbonnet,41.0,38.0,37.0,37.0,37.0,36.0,32.0,32.0,37.0,36.0,36.0,34.0,36.0,38.0,40.0,38.0,40.0,40.0,40.0,39.0,44.0,45.0,44.0,37.0,34.0,35.0
fivedimensional,31.0,31.0,30.0,31.0,32.0,33.0,32.0,31.0,31.0,33.0,34.0,38.0,35.0,35.0,34.0,34.0,38.0,40.0,39.0,39.0,37.0,36.0,38.0,37.0,34.0,35.0
gr,43.0,43.0,44.0,44.0,44.0,41.0,29.0,29.0,29.0,29.0,25.0,29.0,29.0,30.0,29.0,27.0,27.0,27.0,29.0,30.0,30.0,30.0,34.0,34.0,29.0,35.0
borninfeld,17.0,17.0,19.0,23.0,23.0,23.0,24.0,26.0,22.0,21.0,22.0,25.0,24.0,25.0,24.0,24.0,27.0,27.0,30.0,36.0,36.0,36.0,36.0,34.0,34.0,34.0
gev,21.0,21.0,22.0,22.0,20.0,21.0,22.0,23.0,24.0,24.0,20.0,19.0,23.0,23.0,22.0,24.0,25.0,25.0,28.0,28.0,30.0,27.0,31.0,33.0,34.0,34.0
gluons,28.0,24.0,26.0,27.0,24.0,23.0,24.0,28.0,28.0,29.0,27.0,32.0,30.0,30.0,29.0,30.0,30.0,29.0,29.0,27.0,29.0,29.0,28.0,29.0,32.0,34.0
mathrm,22.0,26.0,26.0,26.0,28.0,28.0,32.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,32.0,32.0,32.0,32.0,31.0,31.0,33.0,33.0,33.0
wavefunction,23.0,23.0,23.0,22.0,21.0,21.0,22.0,23.0,24.0,25.0,31.0,32.0,33.0,33.0,34.0,33.0,33.0,36.0,36.0,35.0,34.0,36.0,35.0,34.0,33.0,32.0
heisenberg,35.0,35.0,35.0,39.0,38.0,39.0,38.0,38.0,37.0,42.0,42.0,38.0,41.0,40.0,37.0,34.0,33.0,31.0,32.0,31.0,30.0,28.0,30.0,34.0,33.0,32.0
stressenergy,15.0,15.0,13.0,18.0,23.0,23.0,25.0,25.0,25.0,28.0,28.0,29.0,30.0,29.0,32.0,28.0,28.0,30.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0
latetime,23.0,24.0,26.0,28.0,28.0,28.0,29.0,33.0,32.0,33.0,32.0,33.0,34.0,34.0,32.0,32.0,35.0,34.0,30.0,31.0,27.0,26.0,30.0,31.0,30.0,31.0
iia,45.0,43.0,42.0,44.0,43.0,43.0,44.0,43.0,44.0,44.0,45.0,46.0,46.0,39.0,39.0,34.0,39.0,40.0,41.0,41.0,41.0,37.0,33.0,34.0,33.0,30.0
et,39.0,40.0,40.0,39.0,41.0,41.0,42.0,42.0,41.0,41.0,41.0,40.0,37.0,37.0,34.0,32.0,33.0,34.0,34.0,32.0,31.0,32.0,32.0,32.0,31.0,30.0
sixdimensional,29.0,28.0,28.0,27.0,24.0,22.0,22.0,24.0,24.0,24.0,26.0,29.0,28.0,27.0,28.0,29.0,29.0,31.0,31.0,32.0,34.0,30.0,32.0,29.0,30.0,30.0
dc,19.0,22.0,22.0,22.0,23.0,25.0,24.0,25.0,23.0,23.0,24.0,26.0,28.0,31.0,31.0,30.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,28.0,30.0,30.0
secondorder,27.0,26.0,24.0,25.0,23.0,22.0,22.0,24.0,23.0,21.0,23.0,24.0,23.0,25.0,24.0,25.0,25.0,29.0,31.0,32.0,32.0,31.0,32.0,32.0,32.0,29.0
mtheory,45.0,45.0,36.0,36.0,38.0,38.0,36.0,35.0,36.0,36.0,33.0,29.0,29.0,29.0,30.0,31.0,31.0,33.0,34.0,36.0,35.0,28.0,29.0,28.0,31.0,29.0
nonsupersymmetric,21.0,22.0,22.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,33.0,35.0,36.0,37.0,35.0,32.0,33.0,30.0,29.0
redshift,14.0,13.0,14.0,15.0,17.0,13.0,13.0,21.0,22.0,23.0,24.0,24.0,23.0,23.0,22.0,28.0,28.0,31.0,32.0,32.0,32.0,30.0,30.0,31.0,30.0,29.0
diffeomorphisms,25.0,26.0,25.0,25.0,24.0,24.0,24.0,24.0,26.0,28.0,35.0,35.0,34.0,31.0,27.0,27.0,30.0,30.0,30.0,29.0,31.0,27.0,30.0,30.0,29.0,29.0
nc,19.0,21.0,23.0,15.0,15.0,15.0,18.0,18.0,18.0,25.0,25.0,25.0,31.0,33.0,33.0,33.0,33.0,34.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
selfdual,26.0,26.0,27.0,26.0,27.0,26.0,27.0,28.0,29.0,30.0,32.0,31.0,30.0,30.0,29.0,29.0,29.0,30.0,29.0,28.0,27.0,25.0,28.0,27.0,28.0,28.0
smatrix,28.0,28.0,26.0,25.0,25.0,22.0,22.0,21.0,20.0,19.0,19.0,20.0,25.0,19.0,21.0,23.0,22.0,24.0,22.0,24.0,24.0,24.0,26.0,25.0,28.0,28.0
einsteinhilbert,23.0,22.0,24.0,22.0,24.0,24.0,27.0,26.0,28.0,28.0,28.0,26.0,24.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,25.0,26.0,27.0,28.0
schrodinger,45.0,46.0,47.0,47.0,50.0,46.0,47.0,47.0,46.0,41.0,41.0,40.0,40.0,39.0,33.0,31.0,29.0,29.0,28.0,27.0,31.0,28.0,26.0,24.0,25.0,28.0
compactified,34.0,33.0,31.0,32.0,32.0,32.0,33.0,31.0,29.0,29.0,30.0,30.0,30.0,28.0,28.0,29.0,31.0,33.0,32.0,32.0,31.0,31.0,33.0,31.0,33.0,27.0
kaluzaklein,42.0,45.0,42.0,41.0,42.0,40.0,39.0,39.0,41.0,43.0,43.0,42.0,38.0,36.0,38.0,38.0,38.0,35.0,34.0,32.0,29.0,30.0,30.0,29.0,31.0,27.0
superspace,37.0,38.0,39.0,38.0,37.0,37.0,37.0,36.0,34.0,33.0,37.0,33.0,32.0,32.0,31.0,31.0,29.0,29.0,30.0,36.0,33.0,35.0,29.0,30.0,29.0,27.0
superpotential,45.0,46.0,46.0,44.0,43.0,44.0,44.0,42.0,41.0,41.0,38.0,36.0,36.0,36.0,36.0,36.0,41.0,41.0,41.0,42.0,44.0,42.0,42.0,39.0,27.0,27.0
yangbaxter,21.0,20.0,20.0,21.0,23.0,23.0,23.0,26.0,22.0,19.0,19.0,17.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,25.0,24.0,24.0,28.0,27.0,26.0,27.0
lyapunov,25.0,27.0,27.0,25.0,24.0,24.0,26.0,25.0,27.0,23.0,22.0,27.0,25.0,24.0,24.0,24.0,25.0,25.0,28.0,26.0,26.0,27.0,27.0,24.0,26.0,27.0
dbrane,14.0,15.0,15.0,15.0,19.0,21.0,19.0,21.0,21.0,21.0,21.0,22.0,23.0,23.0,24.0,24.0,25.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,28.0,26.0
supersymmetries,16.0,17.0,17.0,17.0,19.0,22.0,22.0,22.0,21.0,22.0,23.0,24.0,24.0,24.0,25.0,25.0,28.0,29.0,29.0,29.0,29.0,23.0,22.0,24.0,28.0,26.0
neumann,34.0,36.0,38.0,38.0,38.0,37.0,38.0,41.0,40.0,40.0,40.0,39.0,36.0,31.0,29.0,28.0,29.0,32.0,30.0,30.0,30.0,29.0,29.0,30.0,26.0,26.0
wigner,21.0,21.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,28.0,30.0,29.0,29.0,28.0,25.0,26.0
spacelike,44.0,47.0,47.0,47.0,45.0,39.0,39.0,36.0,37.0,39.0,38.0,34.0,31.0,29.0,32.0,34.0,33.0,35.0,35.0,29.0,28.0,29.0,29.0,26.0,25.0,26.0
liouville,23.0,24.0,27.0,28.0,33.0,31.0,31.0,31.0,30.0,30.0,28.0,29.0,30.0,29.0,29.0,23.0,23.0,23.0,24.0,24.0,23.0,25.0,26.0,25.0,24.0,26.0
noether,36.0,37.0,37.0,40.0,42.0,41.0,42.0,42.0,42.0,42.0,34.0,37.0,39.0,39.0,41.0,41.0,36.0,37.0,37.0,38.0,38.0,32.0,34.0,33.0,28.0,25.0
twistor,23.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,30.0,36.0,40.0,41.0,41.0,40.0,40.0,40.0,36.0,37.0,40.0,40.0,39.0,36.0,36.0,26.0,25.0,25.0
sl,16.0,16.0,17.0,21.0,22.0,24.0,25.0,26.0,26.0,26.0,26.0,27.0,28.0,28.0,29.0,31.0,31.0,31.0,28.0,28.0,29.0,26.0,24.0,23.0,23.0,25.0
lightcone,35.0,33.0,32.0,35.0,33.0,26.0,24.0,26.0,26.0,24.0,25.0,26.0,26.0,25.0,25.0,25.0,25.0,27.0,26.0,25.0,25.0,25.0,25.0,22.0,23.0,25.0
higherorder,32.0,32.0,32.0,31.0,28.0,25.0,24.0,26.0,22.0,22.0,21.0,19.0,18.0,20.0,21.0,19.0,20.0,22.0,22.0,24.0,25.0,25.0,26.0,27.0,25.0,24.0
unruh,41.0,40.0,38.0,30.0,31.0,29.0,23.0,23.0,23.0,17.0,23.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,25.0,26.0,24.0,24.0,24.0,24.0,24.0
frac,49.0,42.0,42.0,41.0,40.0,40.0,40.0,41.0,41.0,47.0,47.0,46.0,45.0,45.0,46.0,45.0,44.0,45.0,22.0,18.0,19.0,17.0,17.0,24.0,24.0,24.0
kleingordon,19.0,22.0,22.0,23.0,23.0,23.0,25.0,24.0,26.0,26.0,26.0,27.0,27.0,27.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,23.0,24.0
nambugoldstone,26.0,28.0,27.0,35.0,33.0,32.0,32.0,31.0,30.0,30.0,30.0,27.0,27.0,28.0,26.0,25.0,26.0,26.0,25.0,25.0,23.0,22.0,22.0,23.0,23.0,24.0
emph,43.0,43.0,39.0,40.0,38.0,33.0,33.0,35.0,35.0,36.0,36.0,36.0,34.0,37.0,30.0,30.0,22.0,23.0,21.0,21.0,23.0,21.0,19.0,23.0,23.0,24.0
longrange,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,14.0,15.0,17.0,17.0,15.0,20.0,21.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,24.0
solitons,25.0,25.0,27.0,26.0,27.0,30.0,33.0,33.0,35.0,34.0,30.0,29.0,30.0,26.0,26.0,24.0,20.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,23.0
threepoint,26.0,24.0,27.0,25.0,25.0,28.0,26.0,26.0,27.0,26.0,25.0,23.0,22.0,21.0,22.0,22.0,22.0,22.0,24.0,23.0,23.0,24.0,24.0,25.0,25.0,23.0
andor,17.0,18.0,19.0,21.0,22.0,21.0,22.0,23.0,24.0,23.0,24.0,24.0,24.0,23.0,23.0,22.0,21.0,25.0,25.0,25.0,24.0,23.0,25.0,24.0,24.0,23.0
renormalizable,29.0,28.0,28.0,25.0,23.0,22.0,22.0,24.0,22.0,24.0,24.0,22.0,23.0,22.0,21.0,21.0,22.0,25.0,26.0,25.0,24.0,24.0,21.0,23.0,23.0,23.0
gravitino,19.0,20.0,19.0,19.0,15.0,16.0,16.0,16.0,18.0,19.0,22.0,23.0,23.0,26.0,20.0,20.0,21.0,20.0,22.0,22.0,23.0,22.0,22.0,24.0,22.0,23.0
schwinger,25.0,25.0,25.0,23.0,23.0,25.0,25.0,25.0,24.0,24.0,20.0,23.0,25.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,21.0,19.0,17.0,20.0,21.0,23.0
dbranes,17.0,17.0,16.0,16.0,22.0,19.0,19.0,21.0,20.0,21.0,23.0,22.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,16.0,18.0,18.0,19.0,21.0,23.0
soliton,22.0,23.0,23.0,24.0,26.0,26.0,24.0,24.0,23.0,22.0,20.0,20.0,20.0,20.0,17.0,15.0,15.0,17.0,19.0,18.0,18.0,16.0,18.0,19.0,19.0,23.0
